"ID","Question","Option1","Option2","Option3","Option4","Option5","Option6","Option7","Option8","Option9"
"","","","","","","","00:00:01.4404622","","",""
"11","Who directed the 1983 film ET the Extra-Terrestrial?","Quentin Tarantino","James Cameron","Tom Hanks","Robin Williams","Steven Spielberg","Martin Scorsese","Woody Allen","Stanley Kubrick","Drew Barrymore"
"","","Idle","Highly Negative","Moderately Possitive","Slightly Negative","Highly Possitive","Moderately Negative","Idle","Slightly Possitive","Moderately Negative"
"","","","","","","","00:00:05.7521213","","",""
"","","","00:00:00.9650510","","","","","","",""
"","","","","00:00:01.9608594","","","","","",""
"","","","","","","","00:00:00.9581741","","",""
"","","","","","","00:00:02.4470939","","","",""
"","","","","","","","","","00:00:01.0253181",""
"","","","","","","","","","","00:00:00.9971413"
"","","","","","","","","","00:00:00.0654256",""
"","","","","","","","","00:00:01.0045380","",""
"","","","","","00:00:00.0980509","","","","",""
"","","","","","00:00:01.4192097","","","","",""
"","","00:00:01.1716123","","","","","","","",""
"","","","00:00:00.6913418","","","","","","",""
"","","","","00:00:01.2317072","","","","","",""
"","","","","","","","00:00:00.9828865","","",""
"","","","","","","00:00:01.3052551","","","",""
"12","What country is also known as Persia?","Poland","Russia","India","France","Lebanon","Iran","Egypt","Saudi Arabia","China"
"","","Slightly Negative","Moderately Negative","Idle","Slightly Possitive","Highly Negative","Highly Possitive","Moderately Possitive","Idle","Moderately Negative"
"","","","","","","00:00:03.6959880","","","",""
"","","00:00:01.0488617","","","","","","","",""
"","","","00:00:00.8123568","","","","","","",""
"","","","","00:00:01.1086267","","","","","",""
"","","","","","","","00:00:01.2793393","","",""
"","","","","","","00:00:02.3083647","","","",""
"","","","","","00:00:01.3565692","","","","",""
"","","","","","","","","00:00:02.8890182","",""
"","","","","","","","","","00:00:00.9313650",""
"","","","","","","","","","","00:00:00.9510951"
"","","","","","","","00:00:00.6708579","","",""
"13","The disease bronchitis is associated with:","Lungs","Brain","Heart","Esophagus","Sinuses","Trachea","Forhead Veins","Liver","Kidney"
"","","Highly Possitive","Moderately Possitive","Moderately Negative","Idle","Highly Negative","Slightly Possitive","Moderately Negative","Slightly Negative","Idle"
"","","","","","","","00:00:03.7938840","","",""
"","","","00:00:00.0460424","","","","","","",""
"","","00:00:00.8204422","","","","","","","",""
"14","World War I commenced in:","1880","1899","1940","1953","1901","1922","1958","1914","1963"
"","","Idle","Moderately Possitive","Highly Negative","Slightly Possitive","Moderately Negative","Slightly Negative","Moderately Negative","Highly Possitive","Idle"
"","","","00:00:06.4056252","","","","","","",""
"","","","","","","00:00:00.0737486","","","",""
"","","","","","","","","","00:00:01.4398724",""
"15","The small republic of San Marino is completely surrounded by which larger country?","Iran","Japan","Iceland","Ireland","Israel","Italy","Indonesia","Iraq","India"
"","","Idle","Idle","Moderately Negative","Highly Negative","Moderately Possitive","Highly Possitive","Slightly Possitive","Slightly Negative","Moderately Negative"
"","","","","","","","","","00:00:02.2834964",""
"","","","00:00:00.0231055","","","","","","",""
"","","00:00:01.0261074","","","","","","","",""
"","","","00:00:00.0955938","","","","","","",""
"","","","00:00:00.8932482","","","","","","",""
"","","","","00:00:01.2160597","","","","","",""
"","","","","","","","00:00:01.6367782","","",""
"","","","","","","00:00:01.1561164","","","",""
"","","","","","","","00:00:01.0925456","","",""
"16","What is cherry blossom known as in Japanese?","Sudoku","Samurai","Sirrah","Sonora","Sarah","Sakura","Sayonara","Sophora","Sumach"
"","","Moderately Negative","Moderately Possitive","Moderately Negative","Idle","Idle","Highly Possitive","Slightly Negative","Slightly Possitive","Highly Negative"
"","","","","","","","00:00:03.8559396","","",""
"","","","","","","00:00:00.0231187","","","",""
"","","","","","","00:00:00.1429069","","","",""
"","","","","","","","00:00:00.3483168","","",""
"17","The Spanish flag consists of which two colours?","Green and white","Red and Blue","Green and blue","Blue and yellow","White and yellow","Red and yellow","Black and red","Yellow and green","Black and green"
"","","Idle","Moderately Possitive","Moderately Negative","Highly Negative","Idle","Highly Possitive","Slightly Negative","Slightly Possitive","Moderately Negative"
"","","","00:00:02.6826170","","","","","","",""
"","","00:00:00.8961093","","","","","","","",""
"","","","00:00:00.0454480","","","","","","",""
"","","","00:00:00.0490242","","","","","","",""
"","","00:00:02.1027609","","","","","","","",""
"","","","","","","00:00:00.2106937","","","",""
"","","","","","","","00:00:01.1735851","","",""
"18","For what occupation was Jesus trained?","Teacher","Lumberjack","Holster","Carpenter","Hind","Haymonger","Jagger","Chandler","Butcher"
"","","Moderately Negative","Highly Negative","Idle","Highly Possitive","Moderately Possitive","Moderately Negative","Idle","Slightly Negative","Slightly Possitive"
"","","","","","","","00:00:04.1855573","","",""
"","","","","","","00:00:00.0229427","","","",""
"","","00:00:01.0428394","","","","","","","",""
"","","","00:00:00.9415341","","","","","","",""
"","","","","00:00:01.2286665","","","","","",""
"","","","","","","","00:00:01.2182955","","",""
"","","","","","","00:00:01.5410748","","","",""
"","","","","","00:00:01.2602259","","","","",""
"","","","","","","","","00:00:00.9542915","",""
"","","","","","","","","","00:00:01.0014825",""
"","","","","","","","","","","00:00:01.1587029"
"","","","","","","00:00:00.0430767","","","",""
"","","","","","00:00:01.0506284","","","","",""
"19","What is the capital of the Taiwan?","Lhasa","Hanoi","Taipei","Kathmandu","Bangkok","Kuala Lumpur","Dhaka","Jakarta","Manila"
"","","Highly Negative","Moderately Possitive","Highly Possitive","Idle","Idle","Slightly Possitive","Moderately Negative","Slightly Negative","Moderately Negative"
"","","","","","00:00:03.4011243","","","","",""
"","","00:00:00.8725685","","","","","","","",""
"","","","00:00:00.7593006","","","","","","",""
"","","","","00:00:02.9383826","","","","","",""
"20","In which country will you find Machu Picchu?","Uraguay","Peru","Paraguay","Argentina","Mexico","Brazil","Chile","Colombia","Ecuador"
"","","Highly Negative","Highly Possitive","Idle","Moderately Negative","Moderately Possitive","Slightly Negative","Idle","Slightly Possitive","Moderately Negative"
"","","","","00:00:04.3214056","","","","","",""
"","","","00:00:00.1337651","","","","","","",""
"","","00:00:00.0257794","","","","","","","",""
"","","00:00:01.3145684","","","","","","","",""
"","","","00:00:01.5820880","","","","","","",""
"","","","","00:00:00.6654297","","","","","",""
"","","","","","","","00:00:00.7754527","","",""
"","","","","","","00:00:00.2471840","","","",""
"","","","","","","00:00:01.7674716","","","",""
"","","","","","00:00:00.9100499","","","","",""
"","","","","","","","","00:00:00.9267138","",""
"","","","","","","","","","00:00:01.5071456",""
"","","","","","","","","","","00:00:00.9826043"
"","","","","","","","00:00:00.0214805","","",""
"","","","00:00:00.1324356","","","","","","",""
"","","","00:00:01.1554848","","","","","","",""
"21","Which tree grows from an acorn?","Elm","Larch","Oak","Hawthorn","Ash","Pine","Birch","Lime","Maple"
"","","Moderately Negative","Highly Negative","Highly Possitive","Idle","Moderately Possitive","Idle","Slightly Possitive","Moderately Negative","Slightly Negative"
"","","","00:00:05.1018172","","","","","","",""
"","","00:00:00.8048689","","","","","","","",""
"","","","00:00:00.1128955","","","","","","",""
"","","","","00:00:00.9335610","","","","","",""
"22","Name the country which is the craddle of western classic music, known as The land of music?","Sweden","United States","Switzerland","Austria","England","Belgium","France","Germany","Netherlands"
"","","Idle","Slightly Negative","Moderately Possitive","Highly Possitive","Moderately Negative","Moderately Negative","Idle","Highly Negative","Slightly Possitive"
"","","","","00:00:07.7515010","","","","","",""
"","","","00:00:00.8392281","","","","","","",""
"","","00:00:00.9745185","","","","","","","",""
"","","","00:00:00.0483437","","","","","","",""
"","","","","00:00:00.8190002","","","","","",""
"","","","","","","","00:00:00.9293384","","",""
"","","","","","","00:00:00.6293580","","","",""
"","","","","","00:00:01.8640583","","","","",""
"23","Where is the headquarters of United Nations?","New York City, USA","Beijing, China","Chicago, USA","Geneva, Switzerland","Paris, France","Los Angeles, USA","Moscow, Russia","Berlin, Germany","London, UK"
"","","Highly Possitive","Moderately Negative","Idle","Slightly Negative","Slightly Possitive","Highly Negative","Moderately Negative","Idle","Moderately Possitive"
"","","","","","00:00:06.8157774","","","","",""
"","","","","","","","","","00:00:00.6803696",""
"","","","","","","","","","","00:00:01.0462389"
"","","","","","","","00:00:01.1721549","","",""
"","","","","","","00:00:00.7602345","","","",""
"","","","00:00:00.8402301","","","","","","",""
"","","","","00:00:01.1552625","","","","","",""
"","","","00:00:00.0216322","","","","","","",""
"","","00:00:02.3806205","","","","","","","",""
"","","","","","00:00:00.0238552","","","","",""
"","","","","","00:00:00.0225174","","","","",""
"","","00:00:01.1874707","","","","","","","",""
"","","00:00:00.3023965","","","","","","","",""
"24","Who is the writer of Adventures of Huckleberry Finn?","Ernest Hemingway","George Eliot","Raymond Chandler","Agatha Christie","Jules Verne","Mark Twain","Shel Silverstein","Peter Lynch","Stephen King"
"","","Slightly Possitive","Moderately Possitive","Idle","Moderately Negative","Moderately Negative","Highly Possitive","Highly Negative","Idle","Slightly Negative"
"","","00:00:04.0120972","","","","","","","",""
"","","","","","00:00:00.0491685","","","","",""
"","","","","","","","","00:00:00.2294117","",""
"","","","","","","","","00:00:00.0226292","",""
"","","","","","","00:00:00.0448954","","","",""
"","","","","","","","00:00:00.1788766","","",""
"","","","","","","","","","","00:00:00.0226815"
"","","","","","","","00:00:00.3741905","","",""
"25","Who is the writer of Brief History of Time?","Steven Weinberg","Albert Einstein","Richard Feynman","Richard Dawkins","Stephen Hawking","Neil deGrasse Tyson","Alan Guth","Michio Kaku","Kip S. Thorne"
"","","Moderately Negative","Idle","Slightly Negative","Highly Negative","Highly Possitive","Moderately Possitive","Slightly Possitive","Idle","Moderately Negative"
"","","","","","","","00:00:03.4481094","","",""
"","","","","","","00:00:00.0230531","","","",""
"","","00:00:01.1634645","","","","","","","",""
"","","","00:00:01.1674195","","","","","","",""
"","","","","00:00:01.3852165","","","","","",""
"","","","","","","","00:00:01.6546041","","",""
"","","","","","","00:00:01.6927224","","","",""
"","","","","","00:00:00.6895967","","","","",""
"","","","","","","","","00:00:01.2143329","",""
"","","","","","","","","","00:00:01.1079155",""
"","","","","","","","","","","00:00:00.8043806"
"","","","","","","00:00:00.8212631","","","",""
"26","Anemometer is an instrument used for measuring?","Age of stars","Distance between two stars","Light speed","Sound Speed","Size of stars","Water speed","Objects speed","Distance of stars from Earth","Wind speed"
"","","Idle","Slightly Possitive","Idle","Moderately Negative","Moderately Negative","Moderately Possitive","Highly Negative","Slightly Negative","Highly Possitive"
"","","","","","","00:00:03.5547600","","","",""
"","","","","","","","","","00:00:00.0447976",""
"","","","","","","","","00:00:00.0201612","",""
"","","","","","00:00:00.0455776","","","","",""
"","","00:00:00.0451854","","","","","","","",""
"","","00:00:00.6902307","","","","","","","",""
"","","","00:00:00.6107271","","","","","","",""
"","","","","00:00:00.7784501","","","","","",""
"","","","","","","","00:00:00.1122679","","",""
"","","","","","","","00:00:00.9883229","","",""
"","","","","","","00:00:00.0428123","","","",""
"","","","","","","00:00:00.7838204","","","",""
"","","","","","00:00:00.8152287","","","","",""
"","","","","","","","","00:00:00.9812511","",""
"","","","","","","","","","00:00:01.1565987",""
"","","","","","","","","","","00:00:00.9271129"
"27","What is the largest country in the world?","China","Argentina","India","Canada","Brazil","Kazakhistan","United States","Australia","Russia"
"","","Moderately Negative","Idle","Idle","Moderately Possitive","Moderately Negative","Highly Negative","Slightly Negative","Slightly Possitive","Highly Possitive"
"","","","","","","","","","","00:00:03.5391618"
"","","","","","","","00:00:00.0481534","","",""
"","","","","00:00:00.6638222","","","","","",""
"","","","","","","00:00:00.0227013","","","",""
"","","","","","00:00:00.0420374","","","","",""
"","","00:00:00.3672987","","","","","","","",""
"","","","","","","00:00:00.0208402","","","",""
"","","","","","","","","","00:00:00.0226620",""
"","","","","","","","","","","00:00:00.8156599"
"28","Which Space Shuttle broke apart 73 seconds into its flight on January 28, 1986?","Opportunity","Spirit","Colombia","Endeavour","Atlantis","Curiosity","Enterprise","Challenger","Discovery"
"","","Moderately Possitive","Slightly Possitive","Idle","Idle","Moderately Negative","Slightly Negative","Moderately Negative","Highly Possitive","Highly Negative"
"","","","","","","","","","","00:00:06.0959593"
"","","","","","","00:00:00.0204928","","","",""
"","","00:00:00.0220090","","","","","","","",""
"","","","","","00:00:00.0331429","","","","",""
"","","00:00:00.8929122","","","","","","","",""
"","","","00:00:01.5647657","","","","","","",""
"","","","","00:00:01.0543482","","","","","",""
"","","","","","","","00:00:01.3539443","","",""
"","","","","","","00:00:01.9553633","","","",""
"","","","","","","","","","00:00:01.2189614",""
"29","What is the colour of the flag of Libya?","Yellow","Pink","White","Blue","Red","Black","Green","Purple","Orange"
"","","Idle","Slightly Negative","Idle","Slightly Possitive","Moderately Negative","Moderately Possitive","Highly Possitive","Moderately Negative","Highly Negative"
"","","","","","","","","","00:00:04.7753144",""
"","","","","","","00:00:00.0216734","","","",""
"","","00:00:00.0452720","","","","","","","",""
"","","00:00:00.9936075","","","","","","","",""
"","","","","","00:00:00.0279229","","","","",""
"","","","","","","","","","00:00:00.9195927",""
"","","","","","","","","","","00:00:00.9018855"
"","","","","","","","","","00:00:00.0223699",""
"","","","","","","","","00:00:01.0020206","",""
"","","","","","00:00:00.8652757","","","","",""
"","","","","","","00:00:00.5592605","","","",""
"","","","","","","","00:00:00.0223706","","",""
"","","","","","","","00:00:01.3227950","","",""
"","","","","00:00:01.1372903","","","","","",""
"","","","00:00:00.9401451","","","","","","",""
"","","","","","","00:00:00.0217882","","","",""
"","","","","","","","","00:00:00.0236824","",""
"","","","","","","","","00:00:00.0921142","",""
"","","","","","","","","00:00:01.0799638","",""
"30","The ulna is a long bone in which part of the body?","Neck","Chest","Leg","Foot","Hand","Arm","Ear","Pelvis","Face"
"","","Slightly Negative","Moderately Negative","Highly Negative","Moderately Possitive","Idle","Highly Possitive","Slightly Possitive","Idle","Moderately Negative"
"","","","","","","","","00:00:04.5827265","",""
"","","","","","00:00:00.0223958","","","","",""
"","","00:00:00.0224044","","","","","","","",""
"","","00:00:00.9933227","","","","","","","",""
"","","","00:00:00.8040928","","","","","","",""
"","","","","00:00:00.8889295","","","","","",""
"","","","","","","","00:00:02.4625704","","",""
"31","Which musical family does the saxophone belong to?","Brass","Jazz","Strings","Folk","Classic","Keyboard","Percussion","Woodwind","Blues"
"","","Slightly Negative","Moderately Possitive","Idle","Moderately Negative","Moderately Negative","Idle","Highly Negative","Highly Possitive","Slightly Possitive"
"","","","","","","","00:00:06.8846370","","",""
"","","","","","","","","","00:00:00.1373774",""
"","","","","","","","","","00:00:00.7259308",""
"32","In what country would you find Mount Kilimanjaro?","Kazakhistan","Kenya","Congo","South Africa","Nepal","Switzerland","United States","Colombia","Tanzania"
"","","Slightly Possitive","Idle","Moderately Possitive","Highly Negative","Moderately Negative","Moderately Negative","Idle","Slightly Negative","Highly Possitive"
"","","","","","","","","","00:00:03.9891449",""
"","","","","","00:00:00.0217632","","","","",""
"","","00:00:01.0709251","","","","","","","",""
"","","","00:00:00.9109113","","","","","","",""
"","","","","00:00:01.2784518","","","","","",""
"","","","","","","","00:00:00.9783058","","",""
"","","","","","","00:00:00.9824932","","","",""
"","","","","","00:00:01.2949328","","","","",""
"","","","","","","","","00:00:01.3287887","",""
"","","","","","","","","","00:00:01.2756490",""
"","","","","","","","","","","00:00:00.1595640"
"","","","","","","","","","","00:00:01.5696179"
"33","Old Trafford stadium is located near what major city?","Edinburgh","London","Nottingham","Liverpool","Newcastle","Glasgow","Southampton","Manchester","Trafford"
"","","Moderately Negative","Moderately Possitive","Idle","Moderately Negative","Slightly Negative","Highly Negative","Idle","Highly Possitive","Slightly Possitive"
"","","","","","","","","","","00:00:05.8035778"
"","","","","","","00:00:00.0232824","","","",""
"","","00:00:00.0230333","","","","","","","",""
"","","00:00:01.0014537","","","","","","","",""
"","","","00:00:01.1274923","","","","","","",""
"","","","","00:00:00.0232386","","","","","",""
"","","","","00:00:01.0004735","","","","","",""
"","","","","","","","00:00:00.8939513","","",""
"","","","","","","00:00:00.8234468","","","",""
"","","","","","00:00:01.1222869","","","","",""
"","","","","","","","","00:00:01.3351064","",""
"","","","","","","","","","00:00:01.0242968",""
"34","Yellow Egg is a variety of which fruit?","Mango","Pear","Plum","Korean Melon","Apricot","Lemon","Melon","Pineapple","Carambola"
"","","Moderately Possitive","Idle","Highly Possitive","Moderately Negative","Slightly Negative","Idle","Moderately Negative","Slightly Possitive","Highly Negative"
"","","","","","","","","","00:00:03.4075498",""
"","","","","","","00:00:00.0678074","","","",""
"","","","00:00:00.1135204","","","","","","",""
"","","00:00:00.7678697","","","","","","","",""
"","","","00:00:00.7497361","","","","","","",""
"","","","","00:00:01.3155444","","","","","",""
"35","Hypophosphatasia affects what part of the body?","Nerves","Liver","Kidney","Lungs","Bones","Muscles","Blood","Brain","Eyes"
"","","Idle","Idle","Moderately Negative","Slightly Possitive","Highly Possitive","Slightly Negative","Highly Negative","Moderately Negative","Moderately Possitive"
"","","","","00:00:03.7992236","","","","","",""
"","","","00:00:00.1623938","","","","","","",""
"","","00:00:00.0469945","","","","","","","",""
"","","00:00:00.8861520","","","","","","","",""
"","","","00:00:00.0750830","","","","","","",""
"","","","00:00:01.0885290","","","","","","",""
"","","","","00:00:00.9052571","","","","","",""
"","","","","","","","00:00:00.8850202","","",""
"","","","","","","00:00:01.1252085","","","",""
"36","Who directed the 2001 re-make of the film Oceans 11?","Woody Allen","Steven Soderbergh","Tony Gilroy","Tom Hanks","Wolfgang Petersen","James Cameron","Robert Rodriguez","Quentin Tarantino","Martin Scorsese"
"","","Highly Possitive","Moderately Negative","Slightly Possitive","Idle","Slightly Negative","Highly Negative","Moderately Possitive","Moderately Negative","Idle"
"","","","","","","00:00:02.7807370","","","",""
"","","00:00:04.9986380","","","","","","","",""
"","","","","","","00:00:00.0447684","","","",""
"","","","00:00:00.8860382","","","","","","",""
"","","","","00:00:00.8753871","","","","","",""
"","","","","","","","00:00:00.7275020","","",""
"","","","","","","00:00:00.8921341","","","",""
"","","","","","00:00:00.8760716","","","","",""
"","","","","","","","","00:00:01.1140745","",""
"","","","","","","","","","00:00:00.8955134",""
"","","","","","","","","","","00:00:00.7464733"
"","","","","","","00:00:00.0234344","","","",""
"","","","00:00:00.0237773","","","","","","",""
"","","00:00:00.0219300","","","","","","","",""
"","","00:00:00.7442832","","","","","","","",""
"37","In the Republic of Ireland, the Yellow Pages are known as what?","Blue Pages","White Pages","Green Pages","Red Pages","Silver Pages","Rainbow Pages","Golden Pages","Yellow Books","Purple pages"
"","","Slightly Possitive","Moderately Possitive","Idle","Highly Negative","Slightly Negative","Moderately Negative","Highly Possitive","Idle","Moderately Negative"
"","","00:00:02.1242787","","","","","","","",""
"","","00:00:00.0212705","","","","","","","",""
"","","","","","00:00:00.1624278","","","","",""
"","","00:00:00.7891543","","","","","","","",""
"","","","00:00:00.7852161","","","","","","",""
"","","","","00:00:01.0261700","","","","","",""
"","","","","","","","00:00:00.7902462","","",""
"","","","","","","00:00:01.2576602","","","",""
"","","","","","00:00:00.9056828","","","","",""
"","","","","","","","","00:00:01.2648417","",""
"38","What is considered the king of herbs by many cookery authors?","Parsley","Thyme","Lemon balm","Dill","Tea","Oregano","Basil","Rosemary","Borage"
"","","Slightly Possitive","Moderately Possitive","Idle","Slightly Negative","Moderately Negative","Idle","Highly Possitive","Moderately Negative","Highly Negative"
"","","","","","","","","00:00:04.1000486","",""
"","","","","","00:00:00.0269761","","","","",""
"","","","","","00:00:00.0918407","","","","",""
"","","","","","","","","00:00:01.3344793","",""
"","","","","","","","","","00:00:01.0041973",""
"","","","","","","","","","","00:00:00.9588680"
"","","","","","","","00:00:01.2192528","","",""
"","","","","","","00:00:01.5980402","","","",""
"","","","","","00:00:01.2050445","","","","",""
"","","00:00:01.2990141","","","","","","","",""
"","","","00:00:01.3435884","","","","","","",""
"","","","","00:00:01.2565160","","","","","",""
"","","","","","","","","","00:00:00.0255588",""
"","","","","","","","","00:00:01.1336925","",""
"39","Who is the writer of Adventures of Robinson Crusoe?","Ernest Hemingway","Jean-Jacques Rousseau","Anthony Burgess","George Orwell","Ray Bradbury","Daniel Defoe","Jules Verne","Stephen King","Mark Twain"
"","","Slightly Negative","Highly Negative","Idle","Moderately Negative","Moderately Negative","Highly Possitive","Moderately Possitive","Idle","Slightly Possitive"
"","","","","","","","","00:00:04.7953554","",""
"","","","","","","","","00:00:01.1233539","",""
"","","","","","","","","","00:00:01.2077830",""
"","","","","","","","","","","00:00:01.0884374"
"","","","","","","","00:00:01.5285153","","",""
"","","","","","","00:00:01.0536941","","","",""
"","","","","","00:00:00.1179121","","","","",""
"","","","","","00:00:01.0236805","","","","",""
"","","00:00:01.0025702","","","","","","","",""
"","","","00:00:00.8468699","","","","","","",""
"","","","","00:00:01.0512191","","","","","",""
"","","","","","","","00:00:00.7652247","","",""
"40","Which one was the first web based e-mail service?","FastMail","Mail.com","Yandex","Gmail","Zoho","AOL","GMX","Yahoo! Mail","Hotmail"
"","","Highly Negative","Moderately Negative","Slightly Negative","Moderately Negative","Slightly Possitive","Idle","Idle","Moderately Possitive","Highly Possitive"
"","","","","","","","","00:00:03.0927299","",""
"","","00:00:00.0868614","","","","","","","",""
"","","00:00:00.0460907","","","","","","","",""
"","","00:00:00.2725145","","","","","","","",""
"","","","","","00:00:01.1465102","","","","",""
"","","","","","","","","","","00:00:00.0932745"
"","","","","","","","00:00:01.3577434","","",""
"","","","","","","","","","","00:00:00.2290027"
"","","","","","","","","","00:00:00.0233005",""
"","","","","","","","","00:00:00.1844934","",""
"","","","","","","","","","00:00:00.2266536",""
"","","","","","","","","","","00:00:00.7752203"
"","","","","","","","","","00:00:01.0760916",""
"","","","","","","","","","","00:00:00.4742506"
"41","Celsius and Fahrenheit show the same temperature at:","273","459","-40","-273","0","116","-32","100","12"
"","","Highly Negative","Moderately Possitive","Highly Possitive","Moderately Negative","Slightly Negative","Slightly Possitive","Idle","Idle","Moderately Negative"
"","","","","","","","","","","00:00:07.2492706"
"","","","","","","00:00:00.0949326","","","",""
"","","00:00:01.6854034","","","","","","","",""
"","","","00:00:01.6650814","","","","","","",""
"","","","","00:00:02.4570322","","","","","",""
"","","","","","","","00:00:01.3110851","","",""
"","","","","","","00:00:01.2333782","","","",""
"","","","","","00:00:00.9694733","","","","",""
"","","","","","","","","00:00:01.0326228","",""
"","","","","","","","","","00:00:00.9091132",""
"","","","","","","","","","","00:00:00.9023890"
"","","","","","","","00:00:00.0223756","","",""
"","","","","00:00:00.3390091","","","","","",""
"42","Exchange particle in Quark-Quark Interaction?","String","Gluon","Proton","Quark","Meson","Lepton","Neutron","Boson","Electron"
"","","Highly Negative","Slightly Possitive","Highly Possitive","Moderately Negative","Idle","Moderately Possitive","Moderately Negative","Slightly Negative","Idle"
"","","00:00:09.6449460","","","","","","","",""
"","","","00:00:01.0529171","","","","","","",""
"","","","","00:00:00.9304297","","","","","",""
"43","Fraction of volume of ice seen outside when immersed in water?","63.5%","10.5%","1.5%","90.5%","20.5%","75.5%","15.5%","30.5%","32.5%"
"","","Idle","Moderately Negative","Slightly Negative","Idle","Moderately Possitive","Moderately Negative","Slightly Possitive","Highly Negative","Highly Possitive"
"","","00:00:09.0383089","","","","","","","",""
"","","","","","00:00:00.1676881","","","","",""
"","","00:00:01.0295878","","","","","","","",""
